cds_id	plc124_fluc_rep01	plc124_fluc_rep02	plc124_fluc_rep03	plc124_ut_rep01	plc124_ut_rep02	plc124_ut_rep03
XP_019330808.1	8	10	5	18	6	5
XP_714468.2	1014	1223	1067	1008	1117	1255
XP_714467.2	574	638	524	518	597	605
XP_714466.2	3422	3601	3244	3372	3562	3193
XP_714465.2	2861	2932	2511	2920	3157	2854
XP_714464.1	3602	2553	2880	3659	3958	2712
XP_714463.2	65	52	62	50	94	59
XP_714462.1	24617	12608	18004	24604	29806	14397
XP_714461.2	402	458	432	400	366	371
XP_714460.2	4876	4809	4509	3475	3546	3196
XP_714459.2	378	477	357	348	340	277
XP_714457.1	2354	2778	2438	2317	2618	2659
XP_714456.1	957	680	837	709	836	888
XP_714455.1	4378	3877	4264	4086	4465	4683
XP_714454.1	340	322	313	315	401	306
XP_714453.1	2536	2312	2438	2268	2390	2290
XP_714452.1	1326	1296	1222	1360	1507	1266
XP_714451.2	154	172	111	151	125	124
XP_714450.1	639	571	582	686	728	563
XP_714449.1	224	170	179	203	176	209
XP_714448.2	1141	1184	1229	1281	1422	1252
XP_714447.2	2298	1926	1980	2649	2712	2048
XP_714445.2	572	508	483	500	582	523
XP_714444.2	70	71	59	77	65	57
XP_714443.1	42052	38615	42682	43589	48054	50251
XP_714441.1	332	283	309	272	308	291
XP_714440.2	7044	5735	6916	6313	7210	7937
XP_714439.2	2159	1950	2184	2275	2461	2326
XP_714438.2	1841	1190	1264	1678	1833	1176
XP_714437.2	41530	28722	38670	36623	41075	39352
XP_714436.2	83	57	60	63	76	73
XP_714435.2	2338	1620	2168	2301	2364	2258
XP_714432.1	1059	1057	897	923	996	816
XP_712608.1	861	689	728	750	764	789
XP_712606.2	2516	1959	2157	2322	2497	2234
XP_712603.2	9499	5926	8444	7805	8063	9033
XP_712602.1	4	10	10	21	10	14
XP_712601.2	72	40	57	92	79	41
XP_019330809.1	1892	1115	1835	1748	1466	1918
XP_712600.1	983	769	885	874	911	894
XP_712599.1	1685	1392	1722	1921	2129	1908
XP_712597.1	3790	3359	3228	3577	3899	3460
XP_712596.1	615	460	536	550	561	585
XP_712595.1	326	216	318	231	260	352
XP_712594.2	3296	2174	3030	3071	3259	3268
XP_712593.2	305	278	333	282	307	304
XP_712591.2	1072	838	1056	1108	1414	1112
XP_712590.2	2412	1799	2101	2349	2662	2245
XP_712589.2	151	115	140	147	220	98
XP_712588.1	786	594	630	923	1014	668
XP_712587.2	11324	8934	11091	11670	12353	13004
XP_019330810.1	226	184	266	210	187	194
XP_712585.2	1813	2062	1809	1859	2182	2540
XP_712584.2	2648	2384	2538	2289	2557	2474
XP_712583.1	41717	34440	40036	38510	40290	46161
XP_714240.2	1704	1540	1379	1494	1874	1491
XP_019330811.1	19	7	3	15	10	7
XP_714242.1	3668	3379	3682	3878	4448	3942
XP_714243.1	224	196	219	236	263	184
XP_714246.2	702	446	672	781	863	586
XP_714247.2	9927	7427	9553	10135	11141	10727
XP_714248.2	3313	2628	2877	2945	2937	2712
XP_714249.1	1214	1149	1052	1005	1076	1084
XP_714250.1	1195	965	1211	1333	1294	1372
XP_714251.1	633	648	666	679	645	676
XP_714253.1	2160	1530	2228	1196	1443	1338
XP_714255.1	5147	4142	4910	5062	5571	5642
XP_714256.1	747	558	807	815	854	812
XP_714257.1	664	589	629	663	682	651
XP_714259.2	2200	1603	1905	1930	2078	2149
XP_714260.2	8226	6364	8046	7795	8749	9212
XP_714261.1	327	237	359	385	418	365
XP_019330812.1	512	294	422	442	511	510
XP_714262.1	1590	1346	1649	1483	1635	1667
XP_714263.1	837	674	881	768	787	817
XP_714264.2	14090	14825	14683	14117	15952	18104
XP_714265.2	19	18	20	20	28	8
XP_714266.1	24	24	24	36	29	28
XP_714267.2	1449	1041	1382	1188	1411	1686
XP_714268.1	2513	2142	2517	2475	2663	2397
XP_714271.2	1409	1324	1416	1479	1625	1675
XP_710002.1	3236	2528	3181	3005	3364	3906
XP_710678.2	4356	3446	3760	3832	4155	4273
XP_710679.2	7763	5233	7228	3167	3341	3714
XP_710681.2	1725	1066	1265	2076	2181	953
XP_710682.1	283114	172895	277307	252050	273802	301902
XP_019330813.1	3060	2417	2874	3009	3402	2739
XP_710686.2	1415	1307	1320	1399	1449	1522
XP_714577.1	211	207	188	182	178	169
XP_714576.2	786	571	692	671	750	832
XP_714575.2	2809	2154	2829	2381	2640	3049
XP_714574.1	4744	3437	4129	4701	5212	4495
XP_714573.1	11788	8558	11498	10654	11217	12399
XP_714572.2	936	402	573	973	1059	324
XP_714571.2	1774	1697	1695	1669	1735	1778
XP_714569.2	942	784	906	954	1024	905
XP_714568.2	1348	999	1065	1509	1654	978
XP_714567.1	630	563	640	659	598	551
XP_714566.1	1293	865	1355	1034	1334	1406
XP_714565.2	1219	991	1180	1231	1384	1067
XP_714564.2	1716	1507	1604	1714	1912	1796
XP_714563.1	255	225	240	271	285	240
XP_714562.1	9876	8286	9539	8929	9667	10604
XP_714561.1	5102	4817	5238	4602	5243	6418
XP_714560.2	4768	4264	4615	4296	4775	5267
XP_714559.1	1768	1437	1617	1558	1730	1684
XP_714558.1	535	461	464	517	655	450
XP_714556.2	1888	1497	1813	1690	1931	1828
XP_714554.2	348	283	376	404	346	426
XP_714553.2	1078	723	1030	939	966	1042
XP_714552.1	27576	21029	26125	25698	28531	27915
XP_714551.1	901	559	834	621	640	745
XP_714550.1	5656	4760	5590	5200	5781	6223
XP_714549.2	2600	1961	2280	2325	2596	2380
XP_714548.1	1253	1135	1281	1139	1264	1457
XP_714547.2	1844	1627	1724	1551	1791	1837
XP_714546.1	2835	1793	2548	2341	2501	2630
XP_714545.2	1298	1117	1267	1187	1383	1211
XP_714544.1	37	32	30	27	46	7
XP_714543.2	139	83	94	105	120	112
XP_714542.2	637	490	593	665	859	526
XP_019330814.1	1269	1014	1261	1074	1149	1214
XP_714541.1	315	283	285	290	340	278
XP_714540.1	65	64	41	82	92	58
XP_714539.2	104	69	87	123	105	73
XP_714538.1	1161	1111	1072	1079	1069	1065
XP_714537.2	173	172	173	193	194	207
XP_714536.2	925	942	933	991	1078	1005
XP_714535.1	3141	2341	3038	2779	2846	3225
XP_019330815.1	637	561	563	641	730	646
XP_714534.1	240	227	224	280	252	221
XP_714533.1	2584	2608	2571	2698	3166	2722
XP_714532.2	6672	4713	5658	6645	7496	5144
XP_714531.2	6467	4920	4684	6260	6945	4116
XP_714530.2	477	375	432	431	529	393
XP_714529.1	3071	2799	3001	2771	2944	3187
XP_714430.2	1142	878	980	961	1104	913
XP_714429.2	5013	4453	4660	5011	5647	5040
XP_019330816.1	57	36	38	39	41	24
XP_714427.2	3893	2712	3596	3515	3717	3720
XP_714425.1	46	37	60	52	44	28
XP_714424.2	49405	31428	40041	44119	48707	36129
XP_714422.2	7965	8078	8350	8485	9250	8764
XP_714421.2	279	243	246	246	260	258
XP_714419.2	352	256	360	348	366	340
XP_714418.2	2061	1816	1999	1865	2244	2275
XP_714417.2	2380	2901	2504	2497	2804	2634
XP_714416.2	967	924	932	924	1027	969
XP_714415.1	8887	7442	8313	8085	8531	9050
XP_714414.1	1361	1091	1320	1111	1214	1619
XP_714413.2	310	274	233	270	359	212
XP_714412.2	681	660	610	578	642	525
XP_714411.2	27	20	10	33	43	10
XP_714410.1	485	431	407	435	488	439
XP_714409.1	1594	1603	1462	1577	1709	1689
XP_714408.2	60	62	57	68	55	46
XP_714407.2	1323	1208	1116	1054	1362	1203
XP_714406.2	1072	888	1101	986	1031	1278
XP_714405.2	7899	7190	7443	6931	7584	8324
XP_714404.2	1864	2014	1976	1952	1972	2164
XP_714403.2	1140	1175	1157	1209	1279	1216
XP_714402.1	3770	3018	3367	3597	4055	3371
XP_714401.1	2512	2342	2392	2494	2921	2616
XP_714400.1	2304	1890	2122	2025	2300	2297
XP_714399.2	6085	6252	5764	5553	6116	6160
XP_714397.1	7113	6332	7177	6396	7394	7426
XP_019330817.1	9712	6673	10672	9402	9639	13477
XP_714394.2	74	82	60	63	78	47
XP_714393.2	2045	1802	2189	2100	2477	2538
XP_714392.2	135	167	94	141	162	118
XP_714391.2	108	70	107	112	128	120
XP_714390.2	576	653	625	576	604	594
XP_714389.1	5475	4130	5159	5140	5702	5091
XP_714388.1	4176	4211	3952	3955	4174	4568
XP_019330818.1	560	404	504	538	578	510
XP_717119.1	900	820	664	944	1126	869
XP_717121.2	2686	2662	2672	2487	2730	3011
XP_717123.1	359	296	313	300	308	338
XP_717124.1	4480	3612	4358	4312	4627	4773
XP_717125.1	2461	1895	2173	2226	2460	2508
XP_717126.1	2094	1393	1786	1827	1849	1953
XP_717128.1	1627	1648	1902	1988	2235	2517
XP_717129.1	287	159	178	341	382	157
XP_717136.2	70417	47414	65938	68028	73903	70501
XP_717137.1	1525	1061	1741	1589	1801	1961
XP_717138.1	1143	901	1139	1304	1438	1211
XP_717140.1	459	342	429	508	500	413
XP_717141.1	2401	1599	1681	2464	2755	1270
XP_717142.1	499	327	404	446	510	402
XP_717143.2	3514	2611	3416	3670	4019	3878
XP_717144.1	140205	95199	141664	125369	133513	151723
XP_717145.1	1256	1084	1386	1323	1512	1596
XP_019330819.1	1782	1184	1698	1675	1879	1758
XP_019330820.1	723	413	842	508	536	744
XP_717146.1	633	415	482	612	732	550
XP_717148.1	611	286	369	583	824	340
XP_717149.1	1481	1323	1716	1691	1772	1841
XP_019330821.1	7031	4644	6027	7096	7728	5967
XP_717153.1	1687	1236	1705	1438	1599	1852
XP_717154.1	13596	12342	14799	12950	13945	18464
XP_717155.1	2769	1854	2657	2561	2554	2977
XP_717156.1	729	462	662	607	676	588
XP_717159.1	11366	8034	11181	10575	11114	11566
XP_717160.1	5169	3816	4821	5363	5719	5141
XP_717161.1	5937	3944	5436	5663	6354	5681
XP_717162.1	1456	792	1394	1199	1239	1396
XP_717164.1	530	291	456	448	459	483
XP_717165.1	1210	712	992	977	1070	1000
XP_717166.1	2531	1658	2384	2100	2354	2580
XP_717168.2	9824	7259	9200	9909	10972	9066
XP_019330822.1	726	480	613	654	621	544
XP_717169.1	2727	1769	2400	2745	2980	2487
XP_717170.1	2775	1570	2514	2733	2799	2551
XP_717171.1	15655	9902	15447	14095	15493	17231
XP_717172.2	607	423	579	607	590	642
XP_717845.2	717	587	736	867	1017	811
XP_717840.2	2931	2042	3103	3589	4079	3484
XP_717839.1	116	106	130	108	120	163
XP_717838.2	241	220	186	236	258	283
XP_717837.1	84833	49007	71991	79594	86403	71213
XP_717836.1	934	457	671	1050	1135	435
XP_717834.1	4218	3301	4375	4392	4636	5048
XP_717835.1	0	0	0	0	0	0
XP_717830.1	585	289	577	626	710	541
XP_717833.1	0	0	0	0	0	0
XP_717832.1	0	0	0	0	0	0
XP_717828.1	2642	1772	2369	2392	2521	2757
XP_717826.1	2500	1525	2324	2137	2121	2410
XP_717825.1	791	481	782	678	664	871
XP_717823.1	0	0	0	0	0	0
XP_717822.2	7603	5001	7450	6756	6894	8308
XP_717821.1	161	102	113	140	127	103
XP_717819.1	1327	705	987	1060	1221	539
XP_717818.1	0	0	1	0	0	0
XP_717817.1	11193	7428	11396	10557	11232	13020
XP_717816.1	11004	9076	11012	10291	10615	14005
XP_717815.1	3731	2851	3484	3443	3551	4088
XP_717814.1	3012	2263	2833	2798	3025	3052
XP_717813.2	557	420	482	643	831	584
XP_717812.2	13812	10223	13872	13108	14652	15000
XP_717811.1	3388	2792	3196	3116	3500	3734
XP_717810.1	448	277	369	463	413	457
XP_717809.1	1267	803	1193	1516	1547	1249
XP_717808.2	9886	7872	9379	9263	10523	9722
XP_717805.1	1409	1135	1446	1393	1454	1921
XP_717804.1	1402	1144	1291	1200	1268	1529
XP_717803.1	893	591	739	934	980	794
XP_717802.1	4176	3328	4197	4076	4524	5041
XP_717801.1	1015	900	942	1007	1079	1054
XP_717800.1	264	152	193	218	286	175
XP_717798.2	242	228	264	292	298	194
XP_717796.1	260	245	277	306	291	281
XP_717797.1	5161	4068	4891	5102	5162	4870
XP_717795.1	213	131	188	153	236	181
XP_717794.1	203	203	195	253	240	220
XP_717792.1	12175	9572	11939	11757	12386	14015
XP_717791.1	27685	19626	26112	25269	27530	29556
XP_717790.1	4460	3391	4483	4096	4460	4877
XP_717789.1	854	701	887	921	1006	885
XP_717788.1	2408	1969	2291	2310	2535	2570
XP_717785.1	901	639	927	868	776	895
XP_717784.1	719	577	716	669	745	748
XP_717783.1	927	761	806	898	967	902
XP_717782.1	1679	1291	1589	1549	1887	1898
XP_717781.1	426	357	421	431	447	423
XP_717780.1	8879	6703	9265	9725	9910	10470
XP_717779.1	5621	4064	5471	5136	5441	5713
XP_717778.1	4335	4217	4285	4356	4776	4719
XP_717775.2	2169	1580	1776	2263	2523	1840
XP_436573.1	0	0	0	0	0	0
XP_717774.1	68	50	86	125	103	56
XP_717772.1	772	631	707	647	758	823
XP_019330823.1	500	410	551	490	451	644
XP_717770.1	3683	3059	3518	3289	3487	3462
XP_717768.1	2317	2250	2098	2428	2603	2450
XP_717767.1	657	554	598	594	662	701
XP_717766.1	3828	3899	3696	3628	4335	3998
XP_019330824.1	4969	3820	4424	5181	5552	4762
XP_717765.1	0	0	0	0	0	0
XP_717763.1	1322	1130	1198	1324	1369	1325
XP_717762.2	1668	1581	1377	1578	1791	1547
XP_717760.2	7633	6069	7419	7594	7969	7821
XP_717759.2	442133	252694	363362	400957	444190	338066
XP_717758.1	848	640	701	949	1020	668
XP_717757.2	1483	1389	1289	1404	1656	1235
XP_717756.2	5701	4672	5343	2747	2755	2906
XP_717755.2	3826	3398	3576	3228	3768	3459
XP_717754.2	1373	1094	1288	1214	1255	1339
XP_717753.2	1244	1067	1135	1345	1323	1239
XP_710215.1	2844	1883	1991	2944	3653	1838
XP_710072.1	2566	1507	2028	2363	2640	1834
XP_710056.2	5492	4586	5197	5366	5673	5149
XP_710637.2	3621	2959	3371	3599	3900	3755
XP_710638.1	814	519	724	675	644	817
XP_710642.2	13891	11013	13169	15583	19773	12642
XP_710644.1	1386	987	1312	1266	1502	1740
XP_710646.1	44886	25793	36026	45508	49399	32564
XP_710647.2	1947	1789	1982	1955	2311	2221
XP_710648.2	2025	1318	2048	1799	1964	2073
XP_710649.2	536	541	557	594	742	617
XP_710650.1	81	56	99	111	135	89
XP_718515.2	1430	886	1397	1226	1270	1330
XP_718516.1	3172	2195	2957	3210	3403	3011
XP_718517.2	1330	1190	1252	1029	1337	1313
XP_718518.2	1129	791	1004	1059	1070	1018
XP_718519.2	7201	5705	6166	7160	7833	6251
XP_718521.1	43	38	51	52	47	23
XP_718522.2	9357	11286	10332	10071	12175	12584
XP_718524.1	719	803	685	766	875	709
XP_718525.1	3620	3791	3191	3333	3818	3436
XP_019330825.1	128	126	149	128	164	132
XP_718527.2	0	0	0	0	0	0
XP_019330826.1	18	19	14	14	15	14
XP_718528.2	630	741	541	620	638	582
XP_019330827.1	1065	758	941	948	958	1101
XP_019330828.1	989	883	953	868	933	1076
XP_718530.1	741	789	670	640	760	671
XP_718531.2	299	340	277	276	335	318
XP_718532.1	931	872	815	888	1056	781
XP_718533.2	731	663	649	659	831	527
XP_718534.2	417	453	398	362	452	461
XP_710000.1	1210	1413	1238	1219	1186	1060
XP_710436.2	4153	3560	3506	4373	5145	3831
XP_710437.2	2738	2855	2661	2746	3022	2989
XP_710439.2	1645	1299	1589	2031	2101	1593
XP_710440.2	986	946	995	896	1015	1281
XP_710441.2	19770	19543	18365	19139	21226	18827
XP_019330829.1	2514	2067	2258	2497	2664	2180
XP_721800.1	301	328	280	301	309	269
XP_721799.1	13	41	11	22	13	11
XP_721798.1	5795	5061	5018	5758	6530	4904
XP_721796.1	277	148	236	372	403	174
XP_721794.1	481	380	387	384	396	413
XP_721792.1	1667	1466	1494	1608	1605	1664
XP_721791.1	1538	1371	1343	1598	1535	1437
XP_721790.1	483	455	379	463	510	462
XP_721789.2	1607	1658	1338	1653	2128	1554
XP_721788.1	499	488	443	468	550	430
XP_721787.2	2130	2079	2167	2082	2085	2911
XP_721786.1	3008	2308	2718	2900	3114	3275
XP_721785.2	69	47	43	57	71	46
XP_721784.2	4490	4685	4787	4450	5145	5112
XP_721782.1	1448	1326	1304	1339	1593	1380
XP_721781.2	4045	3966	3482	3895	4119	3194
XP_721780.1	826	598	729	808	792	658
XP_721779.2	1949	1906	1915	1883	2094	1976
XP_721778.2	86	121	93	92	96	102
XP_721777.2	956	992	767	854	1011	752
XP_721775.1	1116	887	1077	1051	1090	1044
XP_019330830.1	1814	1406	1654	1434	1702	1692
XP_721773.2	1265	1123	1116	1251	1278	1307
XP_721772.1	69172	67372	64889	62912	72617	66605
XP_721771.1	2753	2376	2753	2608	2985	3096
XP_721770.2	2601	1968	2296	2362	2893	2049
XP_721769.2	7175	6713	7487	6970	8205	8899
XP_721767.2	17809	13227	16010	17272	20295	15836
XP_721766.1	33	27	22	54	20	14
XP_721765.2	43034	29274	40152	41736	45323	42918
XP_721764.1	10408	8995	10477	9685	10661	10795
XP_721763.1	715	629	699	642	669	758
XP_721762.2	1175	948	1011	1295	1436	867
XP_721761.2	1512	1301	1224	1547	1752	1118
XP_721760.1	6466	4692	6191	5778	6104	7121
XP_721759.2	22611	17989	21587	21806	23728	24304
XP_721758.2	226	233	242	206	218	232
XP_019330831.1	19009	14101	16543	17311	18919	15503
XP_721756.2	32	43	32	69	48	29
XP_721755.1	1415	1056	1161	1349	1553	1191
XP_721754.2	3324	2178	2803	3188	3503	2751
XP_721753.2	849	792	737	909	970	675
XP_721752.2	1576	1466	1461	1439	1607	1661
XP_721751.1	4391	4030	3989	3913	4460	3825
XP_721750.2	2280	2034	2108	1928	2299	2442
XP_721749.2	20718	18337	18828	19709	22343	19356
XP_721748.1	6875	5576	6580	6272	6853	6747
XP_019330832.1	51	59	43	63	54	68
XP_721747.2	1566	1308	1219	1513	1755	1073
XP_721746.1	9760	7441	9512	9451	9941	10478
XP_721745.1	1388	1227	1373	1393	1524	1392
XP_019330833.1	253	209	236	241	247	270
XP_721744.1	862	847	794	939	1059	773
XP_721743.1	2267	1782	2152	2658	2957	2194
XP_721742.1	29798	22384	28497	27427	29589	31057
XP_721741.2	1925	1801	1795	1748	1843	1843
XP_721740.2	2336	1963	1906	2278	2891	1765
XP_721739.2	4055	4123	3723	4210	4542	4065
XP_721738.2	13773	12032	13376	13062	14060	13713
XP_721736.2	1678	1497	1493	1690	1891	1553
XP_019330834.1	850	761	912	972	1231	1061
XP_721733.2	439	316	417	417	515	422
XP_019330835.1	1638	1273	1102	1691	1992	918
XP_721732.1	165	144	157	130	160	156
XP_721731.2	830	657	841	645	778	735
XP_721730.1	535	518	527	501	542	456
XP_721729.1	5262	3883	4940	5032	5122	5401
XP_721728.1	32	23	23	22	22	12
XP_721727.2	3188	2129	3089	2930	2838	3169
XP_721726.2	6511	5321	6781	6006	6273	7507
XP_721725.2	4974	4826	5206	5159	5666	5800
XP_019330836.1	120	96	83	112	141	73
XP_721723.2	8160	7442	8559	7390	8590	10116
XP_721720.1	4084	2874	3938	3825	3957	4024
XP_721719.1	2300	2204	2455	2269	2711	3058
XP_721718.1	73	60	69	103	81	64
XP_721716.2	54	45	52	55	69	31
XP_721715.1	1687	1257	1434	1512	1784	1224
XP_721714.2	1283	852	1191	1135	1172	1399
XP_721713.2	1681	1227	1742	1686	1663	1727
XP_721712.1	113782	79908	112740	96819	105736	117708
XP_019330837.1	1556	1356	1695	1605	1754	1809
XP_721710.2	6528	6446	6666	6051	6588	6617
XP_721709.2	971	849	932	690	773	666
XP_721708.2	23041	19655	20733	7346	7240	7895
XP_019330838.1	7381	5754	6541	6927	7613	6151
XP_721706.2	5947	4534	5440	4789	4877	4897
XP_721705.2	5131	4417	5068	4374	4765	5517
XP_721704.1	4954	4504	4779	4212	4890	5135
XP_019330839.1	109	92	95	104	104	111
XP_019330840.1	3137	3315	3088	2977	3234	3094
XP_721702.2	3513	2864	3314	3081	3631	3120
XP_721701.2	2458	2751	2744	2726	3025	3047
XP_721700.2	3559	2723	3272	3089	3706	3436
XP_721699.1	17	22	12	19	16	8
XP_721698.1	652	530	639	782	862	698
XP_019330841.1	346	336	326	402	396	362
XP_721697.2	16130	13688	16056	14858	16242	15446
XP_721696.1	398	376	414	404	483	424
XP_721695.2	144	109	125	194	128	81
XP_721693.1	1856	1458	1766	1711	1721	1700
XP_721692.1	11804	10021	11176	11268	12486	11641
XP_721690.2	43	54	39	48	56	25
XP_721689.2	122	140	123	185	185	120
XP_721688.2	2722	3591	2931	3068	3549	3489
XP_721687.2	63	58	67	65	88	56
XP_721686.1	5435	4399	3877	5828	6792	3653
XP_721685.2	381	385	376	447	482	361
XP_719926.2	6758	7689	6527	6391	6725	6839
XP_019330842.1	648	598	605	625	686	704
XP_719930.2	3530	3108	2981	3250	3635	3046
XP_719931.1	643	565	557	635	636	689
XP_019330843.1	1129	777	1023	1055	1176	1163
XP_019330844.1	1040	1070	974	955	1087	980
XP_719935.1	42654	30510	39147	35285	35618	41301
XP_719937.2	9157	7098	8782	8801	9414	9187
XP_719938.2	14357	13300	14345	14627	16012	16495
XP_719939.2	2223	1818	2210	2111	2025	2565
XP_719941.1	73	75	111	99	86	76
XP_019330845.1	602	668	550	599	655	563
XP_719942.2	551	509	536	437	434	509
XP_719943.2	326	375	349	358	357	342
XP_719944.2	628	597	532	652	704	607
XP_719945.2	430	343	415	501	523	482
XP_719946.2	464	333	399	349	486	454
XP_719947.2	4350	4464	4394	4334	4597	4664
XP_719949.1	1250	1314	1197	1312	1443	1110
XP_719950.2	1498	1202	1633	1124	1353	1483
XP_719951.2	602	505	543	585	636	510
XP_719953.2	314	302	344	406	448	343
XP_719954.2	1241	852	1023	1337	1524	1229
XP_719956.2	8	17	10	19	22	7
XP_719957.1	478	529	443	514	532	601
XP_719958.2	2202	1984	2002	1226	1402	1364
XP_719959.2	2415	2168	2381	2057	2251	2348
XP_719960.2	3643	3466	3599	3624	4026	3678
XP_019330846.1	2550	1703	2466	2399	2393	3060
XP_719962.1	900	747	807	804	994	905
XP_719963.2	31	44	26	43	50	12
XP_719965.2	7523	6384	7544	7327	8270	8299
XP_719966.2	804	661	744	719	820	754
XP_719967.2	24130	18871	23688	21630	23011	24710
XP_719968.2	19	19	25	34	42	33
XP_719969.1	29	28	13	27	21	15
XP_719970.2	2761	2118	2271	2843	3111	2506
XP_719971.2	1582	1315	1265	1391	1405	1005
XP_719972.2	2829	2867	3039	2745	3233	3364
XP_719973.1	380	443	409	414	456	442
XP_719974.2	511	616	598	557	708	544
XP_719975.1	471	445	453	447	591	448
XP_719976.1	338	287	281	294	336	292
XP_719977.1	290	163	258	244	259	248
XP_719978.1	3	3	1	3	4	0
XP_719979.2	2	1	3	2	3	0
XP_719981.2	24	13	22	24	19	24
XP_719982.1	1541	1324	1589	1355	1516	1791
XP_719983.1	193	184	197	198	182	144
XP_719984.1	10317	7593	10018	9228	10207	10975
XP_719985.1	2314	1949	2218	3150	3720	4094
XP_719987.2	6603	6624	6992	6791	7665	7451
XP_719988.1	1767	1414	1840	1691	1740	1894
XP_719989.1	28	25	26	37	27	17
XP_719991.1	10	7	5	11	11	2
XP_719992.1	0	2	3	1	1	0
XP_019330847.1	1073	522	875	940	1232	825
XP_719994.1	27	20	22	18	12	15
XP_719995.2	2789	1907	2387	2555	2693	2487
XP_719996.2	13023	9330	12867	11779	12632	13889
XP_719997.2	2754	1527	2003	2970	3396	1625
XP_719998.1	443	371	401	420	438	382
XP_719999.2	3566	2620	3264	3249	3407	3531
XP_720000.1	874	732	841	795	938	773
XP_720001.2	1227	1035	1157	1222	1347	1237
XP_720002.1	3432	2341	3108	3296	3530	3457
XP_720003.2	1512	1149	1430	1471	1548	1637
XP_720004.1	83	103	104	128	159	135
XP_720007.2	4	9	3	7	3	4
XP_720008.2	36	10	23	17	11	13
XP_720009.2	2437	2154	2525	2380	2647	2467
XP_720010.1	452	360	464	450	500	555
XP_720011.2	5809	3929	6077	5350	5558	7039
XP_720012.2	2454	1718	2532	2373	2444	2583
XP_720013.2	1685	1367	1648	1736	1765	1717
XP_720014.2	594	534	511	518	530	577
XP_720015.1	693	491	652	656	632	738
XP_720016.2	333	287	342	328	422	272
XP_720018.2	12413	9875	12396	11861	13364	13478
XP_720020.2	7438	6869	7945	7828	8940	8838
XP_720021.1	533	432	496	478	539	648
XP_720022.1	6020	5372	6180	5642	5878	6779
XP_720023.2	2294	1995	2452	2192	2603	2506
XP_720024.1	560	412	456	595	650	494
XP_720026.2	730	532	744	514	621	673
XP_019330848.1	1098	863	1028	997	1032	1097
XP_720027.2	2598	2226	2656	2516	2708	2869
XP_019330849.1	2428	1809	2194	2182	2349	2400
XP_720028.2	880	751	755	595	662	571
XP_720029.2	411	346	372	360	447	319
XP_720030.2	706	801	797	862	865	728
XP_720031.2	2015	1603	1888	2031	2138	2205
XP_019330850.1	1172	1079	1203	1162	1412	1293
XP_720033.1	15565	12446	16336	14216	15545	16223
XP_720034.1	31395	24927	28917	31493	34550	31142
XP_720035.1	310	222	303	309	344	346
XP_720036.2	1402	1140	1315	1496	1583	1645
XP_720037.1	264	236	257	290	252	202
XP_720039.1	587	464	495	302	286	319
XP_720040.1	573	467	511	549	537	465
XP_720041.2	1021	828	924	1010	1196	900
XP_720042.1	117	71	82	97	87	48
XP_720043.1	1394	998	1301	1399	1520	1425
XP_720044.2	1897	2131	2014	1883	2198	2150
XP_720045.1	4234	3412	4088	3519	3746	4124
XP_720046.1	137	103	125	177	160	134
XP_720047.2	2030	1872	2016	1941	2148	2186
XP_720048.1	1224	1139	1193	1277	1404	1376
XP_720049.1	2884	2364	2980	2848	3161	3047
XP_720050.1	35	36	41	67	60	19
