cds_id	plc124_fluc_rep01	plc124_fluc_rep02	plc124_fluc_rep03	plc124_ut_rep01	plc124_ut_rep02	plc124_ut_rep03
XP_719920.2	2498	2358	2637	2446	2534	2790
XP_719919.1	876	956	1090	1001	1083	1006
XP_719918.1	702	556	822	676	742	747
XP_719917.1	119	79	102	101	104	79
XP_019330884.1	1168	1137	1033	1079	1259	1192
XP_719914.1	1344	1291	1351	1231	1453	1358
XP_719913.1	3072	2071	2617	3407	3720	2659
XP_719912.1	8282	8089	8367	8109	9334	9599
XP_719911.1	2589	2029	2340	2974	3244	3007
XP_719910.1	374	354	291	323	372	294
XP_719909.1	529492	322895	506807	400442	456982	492906
XP_719908.1	143	142	152	192	167	161
XP_719907.1	18065	14070	17751	17017	18873	19729
XP_719906.1	595	644	645	604	616	738
XP_719905.1	4782	4612	4410	4502	4931	4134
XP_719904.1	1621	1345	1733	1469	1487	1689
XP_719902.1	2207	1786	2267	1928	2022	2405
XP_719900.1	1969	2058	1705	1640	1793	1715
XP_719899.1	2543	2699	2290	2336	2573	2180
XP_719898.1	816	704	785	723	898	794
XP_719897.2	332	322	249	271	250	250
XP_719896.1	3270	3164	3330	3161	3624	3962
XP_719895.1	514	327	397	446	539	310
XP_719894.1	5400	4181	5236	7080	7959	5790
XP_719893.1	582	562	502	676	727	581
XP_719892.1	1132	1096	1141	1241	1382	1062
XP_719891.1	475	582	440	374	476	537
XP_719890.1	8325	7019	7939	7864	8288	8211
XP_719889.1	68	76	51	79	95	50
XP_719888.1	559	522	432	577	599	326
XP_719887.1	5033	4069	4812	4414	5015	5482
XP_719886.1	2396	2111	2593	2295	2535	2342
XP_719885.1	2879	2755	2556	2907	3316	2900
XP_719884.1	146	145	152	183	152	188
XP_019330885.1	1051	1306	1039	829	838	980
XP_019330886.1	1410	1379	1430	1487	1684	1580
XP_719881.1	25788	17444	22375	19418	20475	21042
XP_719880.1	817	665	799	754	926	851
XP_719879.1	3731	3375	3196	3899	4452	3150
XP_719878.1	2574	2961	2257	2631	2758	2264
XP_019330887.1	470	472	347	406	459	424
XP_719876.1	681	613	779	591	688	672
XP_719875.1	2177	2177	1904	2035	2118	2091
XP_719874.1	3271	2751	2800	3123	3730	3082
XP_719873.1	54	32	43	42	49	22
XP_719872.1	5851	4764	5930	5474	6305	6234
XP_719868.2	9873	7754	9107	8659	9974	9267
XP_719867.1	10784	8214	10671	8942	10393	10685
XP_719866.1	1749	1266	1485	1914	2017	1526
XP_719865.1	3094	2783	3079	3111	3363	3314
XP_719862.1	3279	3073	3213	3111	3389	3539
XP_719859.1	30555	31309	34820	34792	42983	43393
XP_719857.2	7117	5238	6059	7325	8401	5841
XP_719855.1	92	80	80	88	114	51
XP_719854.1	2137	1327	2190	1954	2175	2200
XP_719853.1	1749	1153	1606	1503	1759	1703
XP_719852.1	533	342	470	472	615	482
XP_719851.1	2793	1998	2586	2243	2485	2571
XP_019330888.1	842	631	784	634	681	890
XP_719849.1	3090	2739	2750	2815	3154	3255
XP_719848.1	3647	2998	3667	3234	3566	3874
XP_719846.1	13731	8907	11014	13960	17129	11297
XP_719845.1	10066	8604	9886	9072	10086	10439
XP_019330889.1	1490	1184	1417	1495	1441	1740
XP_719842.1	39104	21978	38632	29593	33740	40178
XP_719841.1	1021	741	858	824	976	784
XP_719840.1	2927	2805	3247	3100	3387	3887
XP_719839.2	2469	1777	2228	2294	2418	2490
XP_719838.1	1899	1548	1989	1689	1905	2095
XP_719837.1	2161	1751	2197	1963	2144	2472
XP_019330890.1	5204	3724	5246	4810	5161	5671
XP_719835.1	1481	1244	1146	1548	1635	1355
XP_719834.1	3063	2308	2686	2830	2795	2903
XP_719833.2	2085	1464	1882	2729	3035	1751
XP_719831.2	590	504	617	631	607	633
XP_019330891.1	1691	1451	1633	1408	1667	1729
XP_719830.1	307	258	284	279	298	294
XP_719829.1	1726	1499	1804	1597	1913	1754
XP_719828.2	9315	7772	8856	8867	9770	9106
XP_719826.1	1325	1245	1319	1141	1269	1362
XP_719825.1	2093	1392	1780	2039	2291	1987
XP_719823.2	27615	16784	26812	27704	28360	30921
XP_719822.2	2117	1736	1883	2021	2107	2027
XP_719821.1	1935	1527	1973	1823	1927	2121
XP_719819.1	3973	3071	4002	3924	3705	4722
XP_019330892.1	6922	6422	6963	6793	7451	8087
XP_019330893.1	2856	2160	2913	2590	2813	2822
XP_719816.1	3025	2466	3263	2678	2883	3623
XP_719815.1	2455	1927	2649	2161	2341	2957
XP_719813.1	735	437	623	866	1097	442
XP_719812.1	7289	5120	6883	7261	7847	7690
XP_719810.1	10278	8185	9869	8913	9960	11332
XP_719809.1	219	186	224	249	266	236
XP_710927.2	1364	875	1144	1354	1435	1195
XP_710928.1	11226	7997	10033	11242	12775	10658
XP_710929.1	1929	1211	1738	1808	1988	1800
XP_710931.1	2361	1937	2212	2344	2656	2221
XP_710932.1	25897	16124	24298	25962	28041	25187
XP_710933.1	2703	1490	2906	2691	2620	3227
XP_710934.1	530	296	539	518	494	654
XP_710935.1	0	0	0	0	0	0
XP_710936.1	2736	1540	2425	2539	2567	2656
XP_710938.1	1523	860	1078	1648	1859	733
XP_710940.1	427	189	329	463	468	266
XP_710939.2	1712	808	1635	1535	1445	1645
XP_710942.1	124	91	126	163	179	99
XP_019330894.1	485	245	414	468	533	331
XP_710941.1	0	0	0	0	0	0
XP_710944.1	0	0	0	0	0	0
XP_710945.2	3141	1926	3035	2710	2979	3354
XP_710946.1	57032	29607	47078	51998	60015	45296
XP_710947.1	111	62	86	92	100	127
XP_710330.1	856	478	801	887	1006	1257
XP_710332.2	515	281	406	494	694	271
XP_710334.2	1098	741	1194	1055	1057	1496
XP_710335.2	3321	1750	2292	3223	4110	2111
XP_710339.2	2239	1591	2203	2065	2239	2286
XP_710340.2	526	275	450	456	491	414
XP_710342.2	5160	3753	4970	5313	5513	5473
XP_710344.2	236	152	193	222	226	183
XP_019330895.1	2225	1495	2248	2037	2111	2418
XP_713314.2	2217	1555	2128	2071	2171	2318
XP_713315.2	292	213	260	240	229	149
XP_713316.1	75	59	85	81	104	68
XP_713317.1	309	177	245	211	207	194
XP_713320.2	9950	6425	8449	9652	10594	6260
XP_713321.1	2493	1900	2465	2322	2536	2746
XP_713322.2	5041	2688	3413	5058	6219	3601
XP_713323.1	5348	3442	5498	4506	4988	5857
XP_713324.1	1821	1433	1884	1550	1802	1854
XP_713325.1	309	329	311	284	379	373
XP_713326.1	5148	3517	4901	5236	6191	6069
XP_713327.1	793	469	653	779	633	790
XP_019330896.1	21939	15289	19305	19588	22260	18959
XP_713329.1	2123	1420	2263	1886	1994	2321
XP_713331.1	1808	1176	1589	1698	1836	2045
XP_713330.1	0	0	0	0	0	0
XP_713332.2	3203	2379	3234	3405	3570	3691
XP_019330897.1	271349	147250	242154	254291	267082	239132
XP_019330898.1	6495	5182	6444	5756	6375	7009
XP_019330899.1	109	77	86	98	122	83
XP_713338.1	1504	923	1070	1627	2035	1034
XP_713339.1	5097	3637	5136	4809	5081	5437
XP_019330900.1	605	494	713	535	551	652
XP_019330901.1	9581	6226	9648	8528	8596	10685
XP_713342.2	2226	1322	1761	2411	2428	1293
XP_713343.1	745	480	726	691	759	730
XP_713344.1	844	650	894	726	825	808
XP_713345.1	2918	2725	3095	3006	3636	3384
XP_713346.2	2898	2205	2798	2594	2876	3100
XP_713347.1	1557	1455	1686	1483	1752	2210
XP_713348.1	4078	3517	4179	4533	5143	4782
XP_713350.1	1101	806	882	1015	1075	875
XP_713352.2	7310	4960	6210	7254	8396	6207
XP_713353.1	1155	575	997	1175	1289	810
XP_713354.2	447	293	435	519	524	343
XP_713355.2	95	57	75	57	77	34
XP_713356.2	5098	3851	5073	4947	5665	5624
XP_713357.1	2985	2676	3256	2858	3157	3497
XP_713358.1	875	822	965	964	1173	906
XP_713359.2	442	366	615	494	502	607
XP_710021.2	1968	1900	1900	1651	1831	1728
XP_712645.1	2898	2863	2753	2524	2713	3302
XP_712644.1	2639	2225	2835	2437	2498	3257
XP_712643.1	31	17	20	23	28	11
XP_712642.1	8085	8057	7921	7240	7820	8247
XP_712641.2	845	634	761	796	914	960
XP_712640.1	2553	1900	2477	2443	2456	2608
XP_712639.2	360	285	326	288	296	309
XP_712638.2	4554	3351	4190	4550	5002	4695
XP_712637.2	544	439	443	641	724	381
XP_019330902.1	991	745	966	804	940	917
XP_712635.1	694	444	624	538	547	724
XP_712634.1	1159	879	927	1007	1023	853
XP_712633.1	13	11	14	17	23	4
XP_712631.2	1911	1340	1871	1751	1863	1836
XP_712630.1	3937	3275	3995	3802	4263	4250
XP_712629.2	1804	1538	1830	2080	2165	1894
XP_712628.2	833	549	803	717	762	857
XP_712627.2	618	388	566	619	700	695
XP_712626.1	982	812	867	829	897	1040
XP_712625.2	2168	2087	2240	2248	2301	2693
XP_712624.2	342	232	283	367	344	322
XP_712623.2	180	158	172	206	281	192
XP_712622.2	958	811	860	845	912	930
XP_712621.2	913	839	757	727	733	827
XP_712620.2	1836	1094	1181	1694	1965	768
XP_712618.1	2599	2802	2662	2435	2596	2576
XP_712617.2	5350	5361	5044	5099	5757	5177
XP_712616.1	757	662	747	734	703	830
XP_712615.2	730	669	742	683	699	801
XP_712614.2	993	887	933	860	868	936
XP_712613.1	2847	2410	2935	2851	3039	3163
XP_712611.1	675	445	646	684	650	746
XP_722776.2	1860	1674	1828	1774	1880	1889
XP_722772.1	98	95	120	133	141	70
XP_722771.1	491	383	439	473	500	552
XP_722770.2	3026	2428	2750	2714	2818	2839
XP_722769.2	39331	30790	37320	35438	37937	40834
XP_722768.2	1021	985	934	958	1101	1200
XP_722767.2	490	485	493	509	595	587
XP_722766.2	347	398	354	391	465	394
XP_722764.2	371	399	400	341	409	344
XP_722763.1	2210	1954	1639	2181	2247	1590
XP_722762.2	56830	53946	56772	53946	61522	62425
XP_722758.2	28	8	21	53	52	19
XP_722757.1	77	73	85	73	96	53
XP_722756.1	777	555	706	722	794	727
XP_722755.1	2112	1354	1853	1769	1910	1692
XP_722754.1	7196	6299	6660	7062	8100	7058
XP_019330903.1	31635	19187	30928	27636	28943	33955
XP_722752.2	12481	10264	11336	13907	16900	11212
XP_722751.2	67	64	77	109	94	51
XP_722750.2	8732	7453	8501	8227	9197	9477
XP_722749.1	243	282	229	205	235	211
XP_722748.1	4131	2860	3922	3648	3939	3897
XP_722747.2	623	551	614	581	709	590
XP_722746.1	781	727	720	609	746	764
XP_722745.1	608	571	653	585	608	781
XP_722744.1	1643	1436	1515	1711	1837	1749
XP_019330904.1	1371	833	1435	1311	1418	1746
XP_722742.2	58	63	86	84	99	51
XP_722740.1	5053	4244	5052	5782	6148	5568
XP_722739.2	2979	2912	2750	2820	2939	2967
XP_722738.2	334	298	311	395	461	305
XP_722736.1	569	412	509	538	666	546
XP_722735.2	633	562	578	541	583	704
XP_722734.2	568	556	588	642	644	637
XP_722733.2	2080	1263	1787	2039	2216	1722
XP_019330905.1	124807	103517	120961	117092	129326	128980
XP_722730.2	1590	1475	1425	1376	1750	1477
XP_722729.2	1796	2051	1894	1676	1911	1832
XP_722728.2	3169	2960	2524	2329	2530	1811
XP_722727.2	306	392	288	326	373	335
XP_722726.2	433	415	350	453	610	488
XP_722724.2	3	8	9	7	12	4
XP_722722.2	5209	3682	4007	4836	5652	3858
XP_722721.2	6745	4956	6752	6258	6457	7207
XP_722720.2	2242	1956	2094	2396	2535	2183
XP_019330906.1	96	112	113	167	133	101
XP_722717.1	270	290	235	260	320	234
XP_722716.2	2936	2781	2645	2883	3324	2741
XP_722715.2	3055	2568	2891	3845	4446	2901
XP_722714.1	744	970	661	747	749	798
XP_722713.1	2827	2431	2740	2485	2562	2824
XP_722712.2	12823	11314	12700	12243	14051	12912
XP_722711.1	1164	1218	1095	975	1159	983
XP_722710.2	634	666	644	630	772	706
XP_722707.2	20696	19734	19687	19751	21585	20589
XP_722706.2	1444	1307	1340	1357	1578	1320
XP_722705.1	2513	2010	2564	2427	2578	2702
XP_722704.1	64983	43536	61685	55217	60889	64697
XP_722703.1	5963	5126	5611	973	1094	1043
XP_722702.1	116	119	98	92	95	59
XP_722701.2	1308	1346	1185	1512	1487	1094
XP_722700.2	1347	1069	1092	1442	1677	994
XP_722699.2	6314	6398	6127	5811	6419	6041
XP_722698.2	739	544	600	596	692	616
XP_722697.1	519	528	447	494	494	397
XP_722696.2	2036	1702	2019	1809	1975	2208
XP_019330907.1	24651	20446	25405	21649	23800	26723
XP_722695.2	9852	7364	9480	10707	11692	10822
XP_722694.2	19643	15886	18201	21761	24755	20636
XP_722693.2	2655	2511	2586	2454	2785	2704
XP_722692.1	403	349	301	369	426	399
XP_722690.1	148278	97313	144287	112528	128720	141497
XP_722689.1	438	436	426	412	431	445
XP_722688.1	4987	3672	4420	4722	4479	4956
XP_722687.1	932	985	816	1009	970	1098
XP_722686.1	1162	1038	1040	1174	1262	1024
XP_722684.1	72	75	94	54	46	58
XP_722683.1	3771	2694	3588	3354	3541	4072
XP_722682.2	6323	5048	5674	5838	6287	5973
XP_722681.2	4879	3752	4311	4587	5288	4325
XP_019330908.1	133	117	111	138	176	101
XP_722679.1	118	87	95	114	135	95
XP_722678.1	5258	4131	4995	5033	5130	5758
XP_722677.1	2939	2107	2638	2796	2800	3002
XP_722675.1	1850	1488	1767	1455	1744	2189
XP_722674.1	48099	28729	44503	48926	50707	51857
XP_722673.1	1088	1036	1096	1045	1077	1139
XP_019330909.1	1779	1172	1697	1547	1601	1689
XP_722672.1	1676	1346	1698	1713	1742	1972
XP_722671.1	357	208	213	356	380	194
XP_722669.1	2504	2249	2475	2183	2539	2845
XP_722668.2	1052	824	1084	1216	1314	1209
XP_722667.1	514	408	439	340	415	443
XP_722666.1	4136	3724	4302	3892	4330	5191
XP_019330910.1	269	222	298	313	304	274
XP_722665.1	8418	6212	7396	8680	9741	6898
XP_722664.1	1290	1304	1316	1204	1348	1409
XP_722663.1	6075	4346	5463	6010	6588	5687
XP_722662.2	1213	1015	1151	1420	1581	1144
XP_722661.1	416	331	430	366	412	440
XP_722659.1	4437	3795	4194	4160	4044	4576
XP_722657.1	6564	6952	7454	7422	8484	9493
XP_722656.1	259	211	255	271	311	244
XP_722655.1	318	328	278	284	412	336
XP_722654.1	2064	1450	1924	1793	1873	2116
XP_722653.1	874	784	728	713	618	715
XP_722652.1	835	763	727	813	867	845
XP_722651.1	4401	3136	3927	3983	4205	4212
XP_722650.1	1353	901	1153	1193	1274	1435
XP_019330911.1	3429	2754	3158	3106	3292	3099
XP_722649.1	192	182	213	265	261	202
XP_019330912.1	2815	2550	2881	2743	3045	3277
XP_722646.1	628	553	589	593	676	644
XP_722645.1	260	178	227	227	218	161
XP_722643.1	82	61	80	58	81	40
XP_722642.2	48	35	38	38	44	47
XP_722641.1	22	27	41	20	55	18
XP_722640.1	92	85	98	98	134	111
XP_722639.1	14	21	19	25	37	10
XP_722638.1	14	28	12	19	29	2
XP_722637.2	14915	8800	12560	12889	14805	11903
XP_722636.1	3023	2492	2688	2665	3156	2537
XP_722633.1	20477	16847	17971	19712	23257	18231
XP_720525.2	4338	3429	4272	3552	3755	4016
XP_720524.1	4134	3514	4198	3461	3971	4897
XP_720522.2	1907	1639	1664	1716	1777	1847
XP_720521.2	3539	2754	2956	3587	4092	2765
XP_019330913.1	4143	2527	3974	3190	3370	3791
XP_720520.1	46	40	28	36	40	15
XP_720519.1	510	345	420	435	442	338
XP_720518.1	504	500	475	483	495	412
XP_720517.1	15873	6956	13220	17977	18516	12219
XP_720515.1	61507	28255	44012	56940	68538	35968
XP_720513.1	1065	1138	1019	1039	1167	1126
XP_720512.1	5191	3956	4679	4639	5368	4882
XP_720511.1	535	546	508	538	576	602
XP_720510.2	2318	2227	2137	2465	2959	2225
XP_720508.2	12582	8778	9627	11799	12895	9128
XP_720507.2	552	474	465	439	526	524
XP_720506.1	326	425	309	393	358	248
XP_720505.2	2460	2089	2114	2023	2010	2357
XP_720504.2	1015	975	921	1042	1078	1158
XP_720503.1	701	592	619	839	976	602
XP_720502.2	3467	3116	3374	3395	3930	3476
XP_720501.2	1075	1120	1101	1053	1183	1179
XP_720499.2	979	907	929	980	1052	986
XP_720498.2	266	388	281	312	410	286
XP_720497.2	1072	941	864	1120	1336	725
XP_720496.1	5865	5706	6267	5723	5961	7034
XP_720495.2	62	47	75	70	86	30
XP_720493.2	248	224	246	260	308	266
XP_720492.2	102	92	59	66	83	68
XP_720490.2	2197	1776	2049	2268	2460	2197
XP_720489.1	906	1071	1038	962	1173	1368
XP_720488.2	423	352	389	506	653	488
XP_720487.1	9972	6499	10003	9414	10223	9827
XP_720486.2	1949	1564	1828	1794	1953	1801
XP_720485.1	2224	1840	2109	1738	1974	2498
XP_720484.2	75	47	53	91	70	48
XP_720483.2	742	689	645	696	685	563
XP_720481.2	64	90	93	87	91	57
XP_720480.2	295	210	268	277	278	263
XP_720478.1	894	769	762	880	893	871
XP_720477.1	4963	3921	5140	4601	5103	5548
XP_720476.2	1473	1049	1333	1577	1615	1364
XP_720474.2	2731	2520	2186	2957	3230	2309
XP_720473.2	351	248	266	255	276	277
XP_720472.2	700	762	588	651	610	743
XP_720471.2	1051	732	909	890	957	912
XP_720470.1	12209	9786	11916	11448	12136	12814
XP_720467.2	4456	5080	5654	5220	5894	7204
XP_720466.2	3348	2998	3508	3520	3648	3769
XP_019330914.1	207	167	170	178	209	155
XP_720463.1	6345	6831	7382	6497	7423	9276
XP_019330915.1	791	603	863	732	869	823
XP_720462.2	7534	5847	7644	6902	7396	7793
XP_720461.2	2031	1707	2032	1633	1758	2089
XP_720460.1	23180	16083	20670	20365	22795	21816
XP_720459.1	1472	1318	1349	1353	1454	1707
XP_019330916.1	5316	3890	5270	4444	4412	5936
XP_720457.1	9992	6110	8927	8882	9409	8592
XP_720455.1	1838	1412	1842	1586	1801	1811
XP_720453.1	92	117	90	102	124	83
XP_720452.1	5152	2852	3251	4873	5584	3444
XP_720451.1	390	350	385	349	445	374
XP_720450.1	10259	9144	10041	10438	11590	10958
XP_720448.2	15419	12386	14996	15438	16559	15495
XP_720447.1	16744	13019	16240	15224	15975	17261
XP_720446.1	185	146	129	151	189	176
XP_720444.1	57	30	54	53	64	18
XP_720443.1	4131	3568	4074	3702	4510	4604
XP_720441.1	8570	6650	7786	7507	8441	7060
XP_019330917.1	2152	1728	2024	1658	1776	1984
XP_720439.2	5487	4463	5336	5022	5775	5081
XP_720438.2	4826	2071	2738	5190	6163	2200
XP_720437.2	3666	4365	3930	4393	4974	5087
XP_720435.1	1841	1680	1918	1844	1908	2331
XP_720434.1	33	29	39	22	50	27
XP_720433.2	9487	8153	9446	9699	11376	11065
XP_720431.2	4052	3567	4231	3969	4680	4659
XP_720430.2	3559	2934	3440	3416	3532	3855
XP_720429.1	1629	1385	1581	1604	1844	1662
XP_720428.1	3284	3117	3329	3033	3676	3758
XP_720427.1	271	173	246	252	308	211
XP_720426.2	800	855	827	794	821	974
XP_720425.2	23729	18132	21762	14974	16060	15001
XP_720424.2	1417	1080	1428	1476	1462	1445
XP_720423.2	832	697	750	796	807	846
XP_720422.2	101049	79676	96013	101970	117934	101156
XP_720421.1	25206	21573	24025	22643	26828	24481
XP_720420.1	4069	3858	4133	3651	4220	5268
XP_720419.2	9531	7958	9038	9406	10211	9813
XP_720417.2	6145	5587	5956	5734	6506	6187
XP_019330918.1	86	67	67	60	92	38
XP_019330919.1	6	5	1	5	6	2
XP_710308.1	1583	1353	1607	1488	1675	1769
XP_710307.1	876	867	819	808	950	859
XP_710306.1	49	55	65	40	42	51
XP_711582.2	398	303	433	385	437	398
XP_711583.1	3943	3091	3393	3795	4077	3484
XP_711584.2	58	68	44	59	88	71
XP_711585.2	980	941	927	1089	1134	1033
XP_711586.2	1483	927	1091	1434	1666	749
XP_019330920.1	1454	1333	1457	1212	1211	1717
XP_711587.2	3901	3810	3764	3595	3728	4394
XP_711589.1	48	66	46	81	79	37
XP_711590.2	5081	5328	4959	5127	5849	5841
XP_711591.2	1784	1756	1769	1656	1993	2165
XP_711593.2	193	144	154	195	207	104
XP_711594.1	21	25	30	44	40	18
XP_711595.1	19	4	16	19	12	5
XP_711596.2	36	21	38	27	54	22
XP_711598.2	24	29	13	22	31	18
XP_711600.2	131	132	129	172	171	84
XP_709966.2	194	141	149	202	282	117
XP_709965.2	326	254	334	328	358	256
XP_709964.2	246	173	219	205	251	225
XP_709963.2	2235	2334	2433	2365	2786	3038
XP_709962.2	2294	1943	2292	2089	2249	2541
XP_709961.2	112	72	107	109	132	64
XP_709958.1	891	694	727	761	877	823
XP_709957.1	1864	1464	1738	1936	2000	1837
XP_716063.1	454	471	461	446	493	418
XP_709954.2	1506	1080	1369	1476	1636	1409
XP_709952.1	1743	1686	1558	1879	1894	1834
XP_709951.2	1431	1203	1233	1334	1391	1376
XP_709950.1	512	278	404	420	389	448
XP_709949.1	3975	2993	3951	3894	4024	3924
XP_709948.2	60	55	48	84	68	32
XP_709947.2	924	721	666	723	956	567
XP_709946.2	1866	1865	1650	1587	1774	1637
XP_709945.1	1422	1405	1612	1510	1430	1612
XP_709944.1	1015	801	1058	908	957	1149
XP_709943.1	9	30	20	19	32	22
XP_709942.2	477	506	425	428	407	540
XP_709941.2	2036	1985	1856	1866	1921	2058
XP_709940.1	1381	1229	1239	1283	1280	1150
XP_709939.1	3644	3862	3599	3522	3857	3855
XP_709938.2	534	472	455	489	552	332
XP_710539.2	580	657	480	714	682	712
XP_710540.2	6592	6770	6103	6317	6569	6178
XP_710541.2	1018	801	909	830	839	889
XP_710542.2	3383	3200	3148	3447	3681	3304
XP_710543.1	657	554	543	595	677	610
XP_710545.1	413	383	355	405	406	407
XP_710547.2	119	138	148	111	160	112
XP_710548.2	989	1095	901	936	1015	944
XP_710087.2	710	562	468	540	511	357
XP_710086.2	747	741	756	741	895	755
XP_019330921.1	1129	1189	1073	1106	1225	1222
XP_720913.2	15701	12919	14147	15914	17978	14476
XP_019330922.1	118	81	77	110	104	115
XP_019330923.1	437	343	455	376	507	341
XP_710107.2	476	386	445	455	488	452
XP_717115.1	529	380	472	628	776	530
XP_717114.2	315	182	273	400	405	207
XP_717111.1	16	18	13	25	41	11
XP_717110.1	73	87	101	98	110	34
XP_717109.2	14	12	13	12	16	2
XP_717108.1	362	222	344	435	477	419
XP_717106.1	38	19	42	58	40	29
XP_717105.1	157	88	134	210	194	110
XP_717104.2	3512	2957	3040	3394	3505	3244
XP_717103.2	1139	1554	1353	1269	1453	1676
XP_019330924.1	80	84	50	48	96	57
XP_717101.2	1225	1069	966	1157	1208	1090
XP_717100.1	2169	1538	2067	2015	2274	2301
XP_717099.2	160	145	109	134	167	98
XP_717098.1	24441	17471	22749	22591	23465	25362
XP_717097.1	3868	3966	3467	3924	4356	3716
XP_717096.2	6978	6191	6004	7262	7513	6213
XP_717095.2	536	549	465	454	480	463
XP_711557.2	17	29	36	43	30	24
XP_717094.2	0	0	0	0	0	0
XP_711556.1	376	388	418	381	453	527
XP_711555.1	423	338	438	373	468	424
XP_711554.1	607	527	520	503	575	526
XP_711553.2	9611	6963	8637	10157	11595	9451
XP_711552.1	227	195	220	272	296	161
XP_711550.1	5181	4558	5388	5229	5669	5759
XP_711549.1	118	91	117	99	122	114
XP_711548.1	531	498	597	482	542	625
XP_711547.2	2857	2449	2971	2648	2972	3083
XP_711545.1	398	298	358	410	483	385
XP_711544.1	2197	1551	2093	1994	2023	2297
XP_711543.1	7049	5198	7030	6351	6606	7056
XP_711542.2	4439	3221	3688	4408	4742	3831
XP_711541.1	932	662	988	940	909	1040
XP_711540.1	1184	1051	1267	1208	1440	1437
XP_711539.2	130	142	156	234	216	172
XP_711537.1	2420	1956	1954	2671	3109	1972
XP_019330925.1	127	117	122	145	147	136
XP_019330926.1	31702	18372	29544	25451	26231	29332
XP_019330927.1	4	9	3	9	7	10
XP_717250.1	3362	2621	3372	3067	3268	3781
XP_717249.1	878	578	632	928	1145	668
XP_717248.1	1701	1247	1742	1636	1885	1936
XP_717247.1	2926	2673	3021	2933	3307	3586
XP_717245.2	1371	989	1341	1325	1438	1290
XP_717244.1	9176	7185	8273	9673	11238	8618
XP_717243.1	146	129	185	160	147	129
XP_019330928.1	83440	49009	71028	74033	82986	66784
XP_717240.1	3024	2196	2646	3003	3523	2394
XP_717237.2	5265	5396	5650	5541	6399	6805
XP_717235.1	1240	1397	1457	1385	1481	1718
XP_717233.2	10069	6815	9259	10645	11515	9688
XP_717231.1	883	677	831	831	783	820
XP_717230.2	1969	1461	1943	1950	2153	2160
XP_717229.2	951	789	877	727	846	980
XP_717228.2	2516	1773	2210	2714	3395	1934
XP_717227.1	4682	3256	4501	3158	3176	3297
XP_717226.1	2183	1952	2348	2327	2371	2659
XP_717225.2	0	1	0	2	0	0
XP_717224.1	196	138	184	179	181	176
XP_717223.1	712	529	666	664	735	781
XP_717222.2	771	602	809	763	844	854
XP_717220.1	973	747	866	1125	1419	712
XP_717218.2	773	660	733	680	742	855
XP_717217.1	51280	35441	48376	48056	51339	50940
XP_717216.1	2914	2175	3070	2329	2612	2787
XP_717215.2	4878	3498	4871	4055	4408	4651
XP_717214.1	2913	2212	2649	3078	3484	2314
XP_717211.2	896	734	789	831	974	849
XP_717209.1	1502	1249	1397	1187	1344	1373
XP_717208.1	496	411	497	459	590	426
XP_717207.1	10004	8088	9519	9935	10907	9675
XP_717206.2	133	113	108	152	198	77
XP_717204.2	22273	14954	20175	21229	23091	19704
XP_717203.2	3613	3016	3833	3315	3516	4071
XP_717202.1	2852	2421	2949	2769	2921	3189
XP_717201.1	3713	3134	3846	3489	3815	4050
XP_717200.1	678	566	618	632	627	483
XP_717199.2	416	423	438	424	509	496
XP_717198.2	2506	2540	2467	2440	2962	2469
XP_717197.2	2724	2254	2974	2776	3305	3046
XP_717196.2	309	277	335	381	399	342
XP_717194.1	65670	52610	62350	55064	62927	63681
XP_019330929.1	54334	37535	56245	48354	50011	57639
XP_717193.2	689	598	680	665	786	871
XP_717192.1	3579	2548	3587	3423	3705	3865
XP_717190.1	435	456	532	502	477	479
XP_717188.2	46	39	35	44	38	24
XP_019330930.1	3548	2510	3438	2795	3027	3505
XP_717187.1	712	632	717	733	799	696
XP_717186.2	419	363	411	509	555	474
XP_717185.2	393	369	388	406	458	398
XP_717184.2	4886	4134	4688	4539	4940	5102
XP_717182.2	197	362	203	195	124	208
XP_717180.2	13498	10648	12690	13309	14328	14335
XP_019330931.1	63	72	62	89	93	60
XP_717179.1	1515	1263	1388	1417	1620	1327
XP_717177.2	2418	1851	2238	2473	2659	2255
XP_717176.2	54	71	56	59	82	61
XP_717174.1	1435	1163	1278	1470	1569	1325
XP_717173.2	2758	2580	2295	2610	2949	2439
XP_710986.2	4778	3554	4114	5051	6120	4277
XP_019330932.1	5172	3872	4154	4590	4820	3885
XP_710989.2	111	66	101	144	131	79
XP_710991.1	7565	6626	7467	6081	7064	6821
XP_710992.1	6826	5659	6185	6179	6407	6586
XP_710993.2	693	814	653	610	717	716
XP_710995.2	9451	8629	9245	9829	11155	9838
XP_712246.1	2655	2154	2446	2395	2505	2543
XP_712247.1	31	26	34	31	30	16
XP_712248.1	956	744	698	779	881	575
XP_712249.2	769	832	663	715	751	726
XP_712250.2	2931	3308	2740	2809	2873	2813
XP_712251.1	9406	8147	8908	8433	8901	9310
XP_712252.1	84	91	48	92	104	58
XP_710122.1	2627	2507	2620	2765	3005	2419
XP_710121.1	474	365	498	457	456	460
XP_710120.2	7608	8060	8069	8772	10685	9414
XP_710092.2	3498	3765	3394	3412	3742	3935
XP_710091.2	949	911	1018	1191	1166	1107
XP_711438.2	610	798	585	602	717	601
XP_443225.2	3457	3216	3135	3202	3445	3256
XP_711439.2	3052	3033	2742	2976	3222	2920
